poli_id,ucar_id,simb
149,1704,Or29
150,1713,Or37
151,1714,Or38
152,1715,Or39
153,1719,Or42
154,1720,Or43
155,1722,Or46
156,1752,Pas23
157,1755,Pas26
158,1758,Pas4
159,1760,Pas6
160,1794,Pe20
161,1851,Po8
163,1922,Ro19
164,1927,Ro26
165,1932,Ro31
166,1935,Ro34
167,1939,Ro38
168,1962,Rs9
169,1966,RT1x
170,1967,RT3
171,1971,RTa10
172,1983,RTx
173,2002,SaCh
174,2016,SB5
175,2017,SB6
176,2033,Sf14
177,2036,Sf17
178,2046,SG1
179,2071,SI22
180,2129,Ss13
181,2164,SV1
182,2251,TA57
183,2288,TA9
184,2368,Ww10
185,2369,Ww11
186,36,43p
187,36,43p
188,40,47p
189,40,47p
190,40,47p
191,40,47p
192,40,47p
193,43,50p
194,43,50p
195,43,50p
196,43,50p
197,44,51p
198,45,52p
199,47,54p
200,66,76p
201,66,76p
202,67,77p
203,72,82p
204,73,Ab
205,73,Ab
206,73,Ab
207,73,Ab
208,73,Ab
209,76,Ab4
210,76,Ab4
211,78,Abb
212,78,Abb
213,78,Abb
214,78,Abb
215,78,Abb
216,78,Abb
217,78,Abb
218,79,Abb1
219,79,Abb1
220,79,Abb1
221,79,Abb1
222,79,Abb1
223,79,Abb1
224,79,Abb1
225,79,Abb1
226,79,Abb1
227,79,Abb1
228,79,Abb1
229,79,Abb1
230,79,Abb1
231,79,Abb1
232,80,Abb10
233,80,Abb10
234,80,Abb10
235,80,Abb10
236,80,Abb10
237,80,Abb10
238,80,Abb10
239,80,Abb10
240,80,Abb10
241,80,Abb10
242,80,Abb10
243,80,Abb10
244,80,Abb10
245,80,Abb10
246,80,Abb10
247,80,Abb10
248,80,Abb10
249,80,Abb10
250,81,Abb2
251,81,Abb2
252,81,Abb2
253,81,Abb2
254,81,Abb2
255,81,Abb2
256,81,Abb2
257,81,Abb2
258,81,Abb2
259,81,Abb2
260,81,Abb2
261,81,Abb2
262,81,Abb2
263,81,Abb2
264,81,Abb2
265,81,Abb2
266,81,Abb2
267,81,Abb2
268,81,Abb2
269,81,Abb2
270,81,Abb2
271,81,Abb2
272,81,Abb2
273,81,Abb2
274,81,Abb2
275,81,Abb2
276,81,Abb2
277,81,Abb2
278,81,Abb2
279,81,Abb2
280,81,Abb2
281,81,Abb2
282,81,Abb2
283,81,Abb2
284,81,Abb2
285,81,Abb2
286,82,Abb3
287,82,Abb3
288,82,Abb3
289,82,Abb3
290,82,Abb3
291,82,Abb3
292,82,Abb3
293,83,Abb4
294,83,Abb4
295,83,Abb4
296,83,Abb4
297,83,Abb4
298,83,Abb4
299,83,Abb4
300,83,Abb4
301,83,Abb4
302,83,Abb4
303,83,Abb4
304,83,Abb4
305,83,Abb4
306,83,Abb4
307,83,Abb4
308,83,Abb4
309,83,Abb4
310,83,Abb4
311,83,Abb4
312,83,Abb4
313,83,Abb4
314,83,Abb4
315,83,Abb4
316,83,Abb4
317,83,Abb4
318,83,Abb4
319,83,Abb4
320,83,Abb4
321,83,Abb4
322,83,Abb4
323,83,Abb4
324,83,Abb4
325,83,Abb4
326,83,Abb4
327,83,Abb4
328,83,Abb4
329,83,Abb4
330,83,Abb4
331,83,Abb4
332,83,Abb4
333,84,Abb5
334,84,Abb5
335,84,Abb5
336,84,Abb5
337,84,Abb5
338,84,Abb5
339,84,Abb5
340,84,Abb5
341,84,Abb5
342,84,Abb5
343,84,Abb5
344,85,Abb6
345,85,Abb6
346,85,Abb6
347,85,Abb6
348,86,Abb7
349,86,Abb7
350,86,Abb7
351,86,Abb7
352,86,Abb7
353,86,Abb7
354,86,Abb7
355,86,Abb7
356,86,Abb7
357,86,Abb7
358,86,Abb7
359,86,Abb7
360,86,Abb7
361,86,Abb7
362,86,Abb7
363,86,Abb7
364,86,Abb7
365,86,Abb7
366,86,Abb7
367,86,Abb7
368,86,Abb7
369,86,Abb7
370,86,Abb7
371,86,Abb7
372,86,Abb7
373,86,Abb7
374,86,Abb7
375,86,Abb7
376,86,Abb7
377,86,Abb7
378,86,Abb7
379,86,Abb7
380,86,Abb7
381,86,Abb7
382,86,Abb7
383,86,Abb7
384,86,Abb7
385,86,Abb7
386,86,Abb7
387,86,Abb7
388,86,Abb7
389,86,Abb7
390,86,Abb7
391,86,Abb7
392,86,Abb7
393,86,Abb7
394,86,Abb7
395,86,Abb7
396,86,Abb7
397,86,Abb7
398,86,Abb7
399,86,Abb7
400,86,Abb7
401,86,Abb7
402,86,Abb7
403,86,Abb7
404,86,Abb7
405,86,Abb7
406,86,Abb7
407,86,Abb7
408,86,Abb7
409,86,Abb7
410,86,Abb7
411,86,Abb7
412,86,Abb7
413,86,Abb7
414,86,Abb7
415,86,Abb7
416,86,Abb7
417,86,Abb7
418,87,Abb8
419,87,Abb8
420,87,Abb8
421,87,Abb8
422,87,Abb8
423,87,Abb8
424,87,Abb8
425,87,Abb8
426,87,Abb8
427,87,Abb8
428,87,Abb8
429,87,Abb8
430,87,Abb8
431,87,Abb8
432,87,Abb8
433,87,Abb8
434,87,Abb8
435,87,Abb8
436,87,Abb8
437,87,Abb8
438,87,Abb8
439,87,Abb8
440,87,Abb8
441,87,Abb8
442,87,Abb8
443,87,Abb8
444,87,Abb8
445,87,Abb8
446,87,Abb8
447,87,Abb8
448,87,Abb8
449,87,Abb8
450,87,Abb8
451,87,Abb8
452,87,Abb8
453,87,Abb8
454,88,Abb9
455,88,Abb9
456,88,Abb9
457,88,Abb9
458,88,Abb9
459,88,Abb9
460,88,Abb9
461,88,Abb9
462,88,Abb9
463,88,Abb9
464,88,Abb9
465,88,Abb9
466,88,Abb9
467,88,Abb9
468,88,Abb9
469,88,Abb9
470,88,Abb9
471,88,Abb9
472,88,Abb9
473,88,Abb9
474,88,Abb9
475,88,Abb9
476,88,Abb9
477,88,Abb9
478,88,Abb9
479,88,Abb9
480,88,Abb9
481,88,Abb9
482,88,Abb9
483,88,Abb9
484,88,Abb9
485,88,Abb9
486,88,Abb9
487,88,Abb9
488,88,Abb9
489,88,Abb9
490,88,Abb9
491,88,Abb9
492,88,Abb9
493,88,Abb9
494,88,Abb9
495,88,Abb9
496,88,Abb9
497,88,Abb9
498,88,Abb9
499,88,Abb9
500,88,Abb9
501,88,Abb9
502,88,Abb9
503,88,Abb9
504,88,Abb9
505,88,Abb9
506,90,AC4
507,90,AC4
508,90,AC4
509,90,AC4
510,90,AC4
511,90,AC4
512,90,AC4
513,90,AC4
514,90,AC4
515,90,AC4
516,90,AC4
517,91,AC5
518,91,AC5
519,92,AC6
520,92,AC6
521,92,AC6
522,93,AC7
523,93,AC7
524,93,AC7
525,94,FA2
526,94,FA2
527,94,FA2
528,94,FA2
529,94,FA2
530,94,FA2
531,94,FA2
532,94,FA2
533,94,FA2
534,94,FA2
535,94,FA2
536,94,FA2
537,94,FA2
538,94,FA2
539,94,FA2
540,94,FA2
541,94,FA2
542,94,FA2
543,94,FA2
544,94,FA2
545,95,ACh
546,95,ACh
547,95,ACh
548,95,ACh
549,95,ACh
550,95,ACh
551,95,ACh
552,95,ACh
553,96,ACh1
554,96,ACh1
555,96,ACh1
556,96,ACh1
557,96,ACh1
558,96,ACh1
559,96,ACh1
560,96,ACh1
561,96,ACh1
562,97,ACo
563,97,ACo
564,97,ACo
565,97,ACo
566,97,ACo
567,97,ACo
568,97,ACo
569,97,ACo
570,97,ACo
571,97,ACo
572,97,ACo
573,97,ACo
574,97,ACo
575,97,ACo
576,97,ACo
577,97,ACo
578,97,ACo
579,97,ACo
580,97,ACo
581,97,ACo
582,97,ACo
583,97,ACo
584,97,ACo
585,97,ACo
586,97,ACo
587,97,ACo
588,97,ACo
589,97,ACo
590,98,ACo1
591,98,ACo1
592,98,ACo1
593,98,ACo1
594,98,ACo1
595,98,ACo1
596,98,ACo1
597,98,ACo1
598,98,ACo1
599,98,ACo1
600,98,ACo1
601,98,ACo1
602,98,ACo1
603,98,ACo1
604,98,ACo1
605,98,ACo1
606,98,ACo1
607,98,ACo1
608,98,ACo1
609,98,ACo1
610,98,ACo1
611,98,ACo1
612,98,ACo1
613,98,ACo1
614,98,ACo1
615,98,ACo1
616,98,ACo1
617,98,ACo1
618,98,ACo1
619,98,ACo1
620,98,ACo1
621,98,ACo1
622,98,ACo1
623,98,ACo1
624,98,ACo1
625,98,ACo1
626,98,ACo1
627,98,ACo1
628,98,ACo1
629,98,ACo1
630,98,ACo1
631,98,ACo1
632,98,ACo1
633,98,ACo1
634,98,ACo1
635,98,ACo1
636,98,ACo1
637,98,ACo1
638,98,ACo1
639,98,ACo1
640,98,ACo1
641,98,ACo1
642,98,ACo1
643,98,ACo1
644,98,ACo1
645,98,ACo1
646,99,AD
647,99,AD
648,99,AD
649,99,AD
650,99,AD
651,99,AD
652,99,AD
653,99,AD
654,99,AD
655,99,AD
656,99,AD
657,99,AD
658,99,AD
659,99,AD
660,99,AD
661,99,AD
662,99,AD
663,99,AD
664,99,AD
665,99,AD
666,99,AD
667,99,AD
668,99,AD
669,99,AD
670,99,AD
671,99,AD
672,99,AD
673,99,AD
674,99,AD
675,99,AD
676,99,AD
677,99,AD
678,99,AD
679,99,AD
680,99,AD
681,99,AD
682,99,AD
683,99,AD
684,99,AD
685,99,AD
686,99,AD
687,99,AD
688,100,AD1
689,100,AD1
690,100,AD1
691,100,AD1
692,100,AD1
693,100,AD1
694,100,AD1
695,100,AD1
696,100,AD1
697,100,AD1
698,100,AD1
699,100,AD1
700,100,AD1
701,100,AD1
702,100,AD1
703,100,AD1
704,100,AD1
705,100,AD1
706,100,AD1
707,100,AD1
708,100,AD1
709,100,AD1
710,100,AD1
711,100,AD1
712,100,AD1
713,100,AD1
714,100,AD1
715,100,AD1
716,100,AD1
717,100,AD1
718,100,AD1
719,100,AD1
720,100,AD1
721,100,AD1
722,100,AD1
723,100,AD1
724,100,AD1
725,100,AD1
726,100,AD1
727,100,AD1
728,100,AD1
729,100,AD1
730,100,AD1
731,100,AD1
732,100,AD1
733,100,AD1
734,100,AD1
735,100,AD1
736,100,AD1
737,100,AD1
738,100,AD1
739,100,AD1
740,100,AD1
741,100,AD1
742,100,AD1
743,100,AD1
744,100,AD1
745,100,AD1
746,100,AD1
747,100,AD1
748,100,AD1
749,100,AD1
750,100,AD1
751,100,AD1
752,100,AD1
753,100,AD1
754,100,AD1
755,100,AD1
756,100,AD1
757,100,AD1
758,100,AD1
759,100,AD1
760,100,AD1
761,101,AD10
762,101,AD10
763,102,AD11
764,102,AD11
765,102,AD11
766,102,AD11
767,102,AD11
768,102,AD11
769,102,AD11
770,102,AD11
771,102,AD11
772,102,AD11
773,102,AD11
774,102,AD11
775,102,AD11
776,102,AD11
777,102,AD11
778,102,AD11
779,102,AD11
780,102,AD11
781,102,AD11
782,102,AD11
783,102,AD11
784,102,AD11
785,102,AD11
786,102,AD11
787,102,AD11
788,102,AD11
789,102,AD11
790,102,AD11
791,102,AD11
792,102,AD11
793,102,AD11
794,102,AD11
795,102,AD11
796,102,AD11
797,102,AD11
798,102,AD11
799,102,AD11
800,102,AD11
801,102,AD11
802,102,AD11
803,102,AD11
804,102,AD11
805,102,AD11
806,102,AD11
807,102,AD11
808,102,AD11
809,102,AD11
810,102,AD11
811,102,AD11
812,102,AD11
813,102,AD11
814,102,AD11
815,102,AD11
816,102,AD11
817,102,AD11
818,102,AD11
819,102,AD11
820,102,AD11
821,102,AD11
822,102,AD11
823,102,AD11
824,102,AD11
825,102,AD11
826,102,AD11
827,102,AD11
828,102,AD11
829,103,AD12
830,103,AD12
831,103,AD12
832,103,AD12
833,103,AD12
834,103,AD12
835,103,AD12
836,105,AD14x
837,105,AD14x
838,105,AD14x
839,105,AD14x
840,105,AD14x
841,105,AD14x
842,105,AD14x
843,105,AD14x
844,105,AD14x
845,105,AD14x
846,105,AD14x
847,105,AD14x
848,105,AD14x
849,105,AD14x
850,105,AD14x
851,105,AD14x
852,105,AD14x
853,105,AD14x
854,107,AD2
855,107,AD2
856,107,AD2
857,107,AD2
858,107,AD2
859,107,AD2
860,107,AD2
861,107,AD2
862,107,AD2
863,107,AD2
864,107,AD2
865,107,AD2
866,107,AD2
867,107,AD2
868,107,AD2
869,107,AD2
870,107,AD2
871,107,AD2
872,107,AD2
873,107,AD2
874,107,AD2
875,107,AD2
876,107,AD2
877,107,AD2
878,107,AD2
879,107,AD2
880,107,AD2
881,107,AD2
882,107,AD2
883,107,AD2
884,107,AD2
885,107,AD2
886,107,AD2
887,107,AD2
888,107,AD2
889,107,AD2
890,107,AD2
891,107,AD2
892,107,AD2
893,107,AD2
894,107,AD2
895,107,AD2
896,107,AD2
897,107,AD2
898,107,AD2
899,107,AD2
900,107,AD2
901,107,AD2
902,107,AD2
903,107,AD2
904,107,AD2
905,107,AD2
906,107,AD2
907,107,AD2
908,107,AD2
909,107,AD2
910,107,AD2
911,107,AD2
912,107,AD2
913,107,AD2
914,107,AD2
915,107,AD2
916,107,AD2
917,107,AD2
918,107,AD2
919,107,AD2
920,107,AD2
921,107,AD2
922,107,AD2
923,107,AD2
924,107,AD2
925,107,AD2
926,107,AD2
927,107,AD2
928,107,AD2
929,107,AD2
930,107,AD2
931,107,AD2
932,107,AD2
933,107,AD2
934,107,AD2
935,107,AD2
936,107,AD2
937,107,AD2
938,107,AD2
939,107,AD2
940,107,AD2
941,107,AD2
942,107,AD2
943,107,AD2
944,107,AD2
945,107,AD2
946,107,AD2
947,107,AD2
948,107,AD2
949,107,AD2
950,107,AD2
951,107,AD2
952,107,AD2
953,107,AD2
954,107,AD2
955,107,AD2
956,107,AD2
957,107,AD2
958,107,AD2
959,107,AD2
960,107,AD2
961,107,AD2
962,107,AD2
963,107,AD2
964,107,AD2
965,107,AD2
966,108,AD2x
967,108,AD2x
968,108,AD2x
969,108,AD2x
970,108,AD2x
971,108,AD2x
972,108,AD2x
973,108,AD2x
974,108,AD2x
975,108,AD2x
976,108,AD2x
977,108,AD2x
978,108,AD2x
979,108,AD2x
980,108,AD2x
981,108,AD2x
982,108,AD2x
983,108,AD2x
984,108,AD2x
985,108,AD2x
986,108,AD2x
987,108,AD2x
988,108,AD2x
989,108,AD2x
990,108,AD2x
991,108,AD2x
992,108,AD2x
993,108,AD2x
994,108,AD2x
995,108,AD2x
996,108,AD2x
997,108,AD2x
998,108,AD2x
999,108,AD2x
1000,108,AD2x
1001,108,AD2x
1002,108,AD2x
1003,108,AD2x
1004,108,AD2x
1005,108,AD2x
1006,108,AD2x
1007,108,AD2x
1008,108,AD2x
1009,108,AD2x
1010,108,AD2x
1011,108,AD2x
1012,109,AD3
1013,109,AD3
1014,109,AD3
1015,109,AD3
1016,109,AD3
1017,109,AD3
1018,109,AD3
1019,109,AD3
1020,109,AD3
1021,109,AD3
1022,109,AD3
1023,109,AD3
1024,109,AD3
1025,109,AD3
1026,109,AD3
1027,109,AD3
1028,109,AD3
1029,109,AD3
1030,109,AD3
1031,109,AD3
1032,109,AD3
1033,109,AD3
1034,109,AD3
1035,110,AD4
1036,110,AD4
1037,110,AD4
1038,110,AD4
1039,110,AD4
1040,110,AD4
1041,110,AD4
1042,110,AD4
1043,111,AD5
1044,111,AD5
1045,111,AD5
1046,111,AD5
1047,111,AD5
1048,111,AD5
1049,111,AD5
1050,111,AD5
1051,111,AD5
1052,111,AD5
1053,111,AD5
1054,111,AD5
1055,111,AD5
1056,112,AD6
1057,112,AD6
1058,112,AD6
1059,112,AD6
1060,112,AD6
1061,112,AD6
1062,112,AD6
1063,112,AD6
1064,112,AD6
1065,112,AD6
1066,112,AD6
1067,112,AD6
1068,113,AD7
1069,113,AD7
1070,113,AD7
1071,113,AD7
1072,113,AD7
1073,113,AD7
1074,113,AD7
1075,113,AD7
1076,113,AD7
1077,113,AD7
1078,113,AD7
1079,113,AD7
1080,113,AD7
1081,113,AD7
1082,113,AD7
1083,113,AD7
1084,113,AD7
1085,113,AD7
1086,113,AD7
1087,113,AD7
1088,113,AD7
1089,113,AD7
1090,113,AD7
1091,113,AD7
1092,113,AD7
1093,113,AD7
1094,113,AD7
1095,113,AD7
1096,113,AD7
1097,113,AD7
1098,113,AD7
1099,113,AD7
1100,114,AD8
1101,114,AD8
1102,114,AD8
1103,114,AD8
1104,114,AD8
1105,114,AD8
1106,114,AD8
1107,114,AD8
1108,114,AD8
1109,114,AD8
1110,114,AD8
1111,114,AD8
1112,114,AD8
1113,114,AD8
1114,114,AD8
1115,114,AD8
1116,114,AD8
1117,114,AD8
1118,114,AD8
1119,114,AD8
1120,114,AD8
1121,114,AD8
1122,114,AD8
1123,114,AD8
1124,114,AD8
1125,114,AD8
1126,114,AD8
1127,114,AD8
1128,114,AD8
1129,114,AD8
1130,114,AD8
1131,114,AD8
1132,114,AD8
1133,114,AD8
1134,114,AD8
1135,114,AD8
1136,114,AD8
1137,114,AD8
1138,114,AD8
1139,114,AD8
1140,114,AD8
1141,114,AD8
1142,114,AD8
1143,114,AD8
1144,114,AD8
1145,114,AD8
1146,114,AD8
1147,114,AD8
1148,114,AD8
1149,114,AD8
1150,114,AD8
1151,114,AD8
1152,114,AD8
1153,114,AD8
1154,114,AD8
1155,114,AD8
1156,114,AD8
1157,114,AD8
1158,114,AD8
1159,114,AD8
1160,114,AD8
1161,114,AD8
1162,114,AD8
1163,115,AD9
1164,115,AD9
1165,115,AD9
1166,115,AD9
1167,115,AD9
1168,115,AD9
1169,115,AD9
1170,116,ADx
1171,116,ADx
1172,117,Agh
1173,117,Agh
1174,118,Agh1
1175,118,Agh1
1176,118,Agh1
1177,118,Agh1
1178,118,Agh1
1179,118,Agh1
1180,118,Agh1
1181,118,Agh1
1182,118,Agh1
1183,118,Agh1
1184,118,Agh1
1185,118,Agh1
1186,118,Agh1
1187,118,Agh1
1188,118,Agh1
1189,118,Agh1
1190,118,Agh1
1191,118,Agh1
1192,118,Agh1
1193,118,Agh1
1194,118,Agh1
1195,118,Agh1
1196,118,Agh1
1197,118,Agh1
1198,118,Agh1
1199,118,Agh1
1200,118,Agh1
1201,118,Agh1
1202,118,Agh1
1203,118,Agh1
1204,118,Agh1
1205,118,Agh1
1206,118,Agh1
1207,118,Agh1
1208,118,Agh1
1209,118,Agh1
1210,118,Agh1
1211,118,Agh1
1212,118,Agh1
1213,118,Agh1
1214,118,Agh1
1215,118,Agh1
1216,118,Agh1
1217,118,Agh1
1218,118,Agh1
1219,118,Agh1
1220,118,Agh1
1221,118,Agh1
1222,118,Agh1
1223,118,Agh1
1224,118,Agh1
1225,118,Agh1
1226,118,Agh1
1227,118,Agh1
1228,118,Agh1
1229,118,Agh1
1230,118,Agh1
1231,118,Agh1
1232,119,Agh2
1233,119,Agh2
1234,119,Agh2
1235,119,Agh2
1236,120,Agh3
1237,120,Agh3
1238,121,Agh4
1239,121,Agh4
1240,121,Agh4
1241,121,Agh4
1242,121,Agh4
1243,121,Agh4
1244,121,Agh4
1245,121,Agh4
1246,122,Agh5
1247,122,Agh5
1248,122,Agh5
1249,122,Agh5
1250,122,Agh5
1251,122,Agh5
1252,122,Agh5
1253,122,Agh5
1254,122,Agh5
1255,122,Agh5
1256,122,Agh5
1257,123,Agh6
1258,123,Agh6
1259,123,Agh6
1260,123,Agh6
1261,123,Agh6
1262,124,Agh7
1263,124,Agh7
1264,125,Al
1265,125,Al
1266,125,Al
1267,126,Al1
1268,126,Al1
1269,128,Al3
1270,128,Al3
1271,128,Al3
1272,128,Al3
1273,128,Al3
1274,128,Al3
1275,130,Ao4
1276,130,Ao4
1277,131,Ao5
1278,131,Ao5
1279,132,Ao6
1280,132,Ao6
1281,133,Ao7
1282,133,Ao7
1283,133,Ao7
1284,135,Ao9
1285,135,Ao9
1286,135,Ao9
1287,135,Ao9
1288,135,Ao9
1289,135,Ao9
1290,136,AoCM
1291,136,AoCM
1292,136,AoCM
1293,136,AoCM
1294,136,AoCM
1295,136,AoCM
1296,136,AoCM
1297,136,AoCM
1298,136,AoCM
1299,136,AoCM
1300,136,AoCM
1301,136,AoCM
1302,136,AoCM
1303,137,AoPhG
1304,137,AoPhG
1305,138,AoZa2
1306,138,AoZa2
1307,138,AoZa2
1308,138,AoZa2
1309,138,AoZa2
1310,138,AoZa2
1311,138,AoZa2
1312,138,AoZa2
1313,138,AoZa2
1314,138,AoZa2
1315,138,AoZa2
1316,138,AoZa2
1317,138,AoZa2
1318,138,AoZa2
1319,138,AoZa2
1320,138,AoZa2
1321,138,AoZa2
1322,138,AoZa2
1323,139,AoZa3
1324,139,AoZa3
1325,139,AoZa3
1326,139,AoZa3
1327,139,AoZa3
1328,139,AoZa3
1329,139,AoZa3
1330,139,AoZa3
1331,139,AoZa3
1332,139,AoZa3
1333,139,AoZa3
1334,139,AoZa3
1335,139,AoZa3
1336,139,AoZa3
1337,139,AoZa3
1338,139,AoZa3
1339,139,AoZa3
1340,139,AoZa3
1341,139,AoZa3
1342,139,AoZa3
1343,139,AoZa3
1344,139,AoZa3
1345,139,AoZa3
1346,139,AoZa3
1347,139,AoZa3
1348,139,AoZa3
1349,139,AoZa3
1350,139,AoZa3
1351,139,AoZa3
1352,139,AoZa3
1353,139,AoZa3
1354,139,AoZa3
1355,139,AoZa3
1356,139,AoZa3
1357,139,AoZa3
1358,139,AoZa3
1359,139,AoZa3
1360,139,AoZa3
1361,139,AoZa3
1362,139,AoZa3
1363,139,AoZa3
1364,139,AoZa3
1365,139,AoZa3
1366,139,AoZa3
1367,139,AoZa3
1368,139,AoZa3
1369,139,AoZa3
1370,139,AoZa3
1371,139,AoZa3
1372,139,AoZa3
1373,139,AoZa3
1374,139,AoZa3
1375,139,AoZa3
1376,139,AoZa3
1377,140,AoZa4
1378,140,AoZa4
1379,140,AoZa4
1380,140,AoZa4
1381,140,AoZa4
1382,140,AoZa4
1383,140,AoZa4
1384,140,AoZa4
1385,140,AoZa4
1386,140,AoZa4
1387,140,AoZa4
1388,140,AoZa4
1389,140,AoZa4
1390,140,AoZa4
1391,140,AoZa4
1392,140,AoZa4
1393,140,AoZa4
1394,140,AoZa4
1395,141,AoZa5
1396,141,AoZa5
1397,141,AoZa5
1398,141,AoZa5
1399,142,AoZa6
1400,142,AoZa6
1401,142,AoZa6
1402,142,AoZa6
1403,142,AoZa6
1404,142,AoZa6
1405,142,AoZa6
1406,143,AP
1407,143,AP
1408,143,AP
1409,143,AP
1410,143,AP
1411,143,AP
1412,143,AP
1413,143,AP
1414,143,AP
1415,143,AP
1416,143,AP
1417,143,AP
1418,143,AP
1419,143,AP
1420,143,AP
1421,143,AP
1422,143,AP
1423,143,AP
1424,143,AP
1425,143,AP
1426,143,AP
1427,143,AP
1428,143,AP
1429,143,AP
1430,143,AP
1431,143,AP
1432,143,AP
1433,143,AP
1434,143,AP
1435,143,AP
1436,143,AP
1437,143,AP
1438,143,AP
1439,143,AP
1440,143,AP
1441,143,AP
1442,143,AP
1443,143,AP
1444,143,AP
1445,143,AP
1446,143,AP
1447,143,AP
1448,143,AP
1449,143,AP
1450,144,AP1
1451,144,AP1
1452,145,AP2
1453,146,Ar
1454,146,Ar
1455,146,Ar
1456,146,Ar
1457,146,Ar
1458,146,Ar
1459,146,Ar
1460,146,Ar
1461,146,Ar
1462,146,Ar
1463,146,Ar
1464,146,Ar
1465,146,Ar
1466,146,Ar
1467,146,Ar
1468,146,Ar
1469,146,Ar
1470,146,Ar
1471,146,Ar
1472,146,Ar
1473,146,Ar
1474,146,Ar
1475,146,Ar
1476,146,Ar
1477,146,Ar
1478,146,Ar
1479,146,Ar
1480,146,Ar
1481,146,Ar
1482,146,Ar
1483,146,Ar
1484,146,Ar
1485,146,Ar
1486,146,Ar
1487,146,Ar
1488,146,Ar
1489,146,Ar
1490,146,Ar
1491,146,Ar
1492,146,Ar
1493,146,Ar
1494,146,Ar
1495,146,Ar
1496,146,Ar
1497,146,Ar
1498,146,Ar
1499,146,Ar
1500,146,Ar
1501,146,Ar
1502,146,Ar
1503,146,Ar
1504,146,Ar
1505,146,Ar
1506,146,Ar
1507,146,Ar
1508,146,Ar
1509,146,Ar
1510,146,Ar
1511,146,Ar
1512,146,Ar
1513,146,Ar
1514,146,Ar
1515,146,Ar
1516,146,Ar
1517,146,Ar
1518,146,Ar
1519,146,Ar
1520,146,Ar
1521,146,Ar
1522,146,Ar
1523,146,Ar
1524,146,Ar
1525,146,Ar
1526,146,Ar
1527,146,Ar
1528,146,Ar
1529,146,Ar
1530,146,Ar
1531,146,Ar
1532,146,Ar
1533,146,Ar
1534,146,Ar
1535,146,Ar
1536,146,Ar
1537,146,Ar
1538,146,Ar
1539,146,Ar
1540,146,Ar
1541,146,Ar
1542,146,Ar
1543,146,Ar
1544,146,Ar
1545,146,Ar
1546,146,Ar
1547,146,Ar
1548,146,Ar
1549,146,Ar
1550,146,Ar
1551,146,Ar
1552,146,Ar
1553,146,Ar
1554,146,Ar
1555,146,Ar
1556,146,Ar
1557,146,Ar
